user,item,label_pref
S2063,J0012,0
S2063,J0013,0
S2063,J0015,0
S2063,J0016,0
S2063,J0018,0
S2063,J0019,0
S2063,J0025,0
S2063,J0028,0
S2063,J0030,0
S2063,J0031,0
S2063,J0032,0
S2063,J0035,0
S2063,J0036,0
S2063,J0039,0
S2063,J0040,0
S2063,J0041,0
S2063,J0043,0
S2063,J0044,0
S2063,J0046,0
S2063,J0047,0
S2063,J0048,0
S2063,J0049,0
S2063,J0050,0
S2063,J0051,0
S2063,J0052,0
S2063,J0053,0
S2063,J0054,0
S1497,J0080,1
S1497,J0019,0
S1497,J0021,0
S1497,J0023,0
S1497,J0025,0
S1497,J0026,0
S1497,J0028,0
S1497,J0029,0
S1497,J0030,0
S1497,J0034,0
S1497,J0036,0
S1497,J0037,0
S1497,J0040,0
S1497,J0042,0
S1497,J0044,0
S1497,J0047,0
S1497,J0049,0
S1497,J0050,0
S1497,J0052,0
S1497,J0053,0
S1497,J0055,0
S1497,J0058,0
S1497,J0059,0
S1497,J0061,0
S1497,J0062,0
S1497,J0064,0
S1497,J0065,0
S1497,J0070,0
S1497,J0071,0
S1497,J0072,0
S1497,J0073,0
S1497,J0074,0
S1497,J0077,0
S1497,J0078,0
S1497,J0079,0
S1497,J0081,0
S1497,J0082,0
S1497,J0083,0
S1497,J0084,0
S1497,J0087,0
S1497,J0089,0
S1497,J0091,0
S1497,J0093,0
S1497,J0094,0
S1497,J0096,0
S1497,J0097,0
S1497,J0098,0
S1497,J0099,0
S1497,J0100,0
S1497,J0002,0
S2758,J0084,1
S2758,J0003,0
S2758,J0004,0
S2758,J0005,0
S2758,J0007,0
S2758,J0010,0
S2758,J0012,0
S2758,J0014,0
S2758,J0017,0
S2758,J0018,0
S2758,J0019,0
S2758,J0021,0
S2758,J0022,0
S2758,J0023,0
S2758,J0028,0
S2758,J0029,0
S2758,J0030,0
S2758,J0035,0
S2758,J0038,0
S2758,J0039,0
S2758,J0040,0
S2758,J0041,0
S2758,J0044,0
S2758,J0047,0
S2758,J0049,0
S2758,J0050,0
S2758,J0053,0
S2758,J0054,0
S2758,J0055,0
S2758,J0059,0
S2758,J0060,0
S2758,J0064,0
S2758,J0068,0
S2758,J0069,0
S2758,J0070,0
S2758,J0071,0
S2758,J0072,0
S2758,J0073,0
S2758,J0074,0
S2758,J0080,0
S2758,J0081,0
S2758,J0083,0
S2758,J0089,0
S2758,J0093,0
S2758,J0094,0
S2758,J0095,0
S2758,J0096,0
S2758,J0097,0
S2758,J0099,0
S2758,J0100,0
S0661,J0083,1
S0661,J0002,0
S0661,J0003,0
S0661,J0004,0
S0661,J0006,0
S0661,J0007,0
S0661,J0008,0
S0661,J0009,0
S0661,J0015,0
S0661,J0016,0
S0661,J0017,0
S0661,J0018,0
S0661,J0020,0
S0661,J0023,0
S0661,J0024,0
S0661,J0026,0
S0661,J0028,0
S0661,J0030,0
S0661,J0031,0
S0661,J0032,0
S0661,J0035,0
S0661,J0036,0
S0661,J0041,0
S0661,J0042,0
S0661,J0043,0
S0661,J0044,0
S0661,J0045,0
S0661,J0046,0
S0661,J0047,0
S0661,J0048,0
S0661,J0050,0
S0661,J0051,0
S0661,J0052,0
S0661,J0057,0
S0661,J0061,0
S0661,J0062,0
S0661,J0064,0
S0661,J0066,0
S0661,J0067,0
S0661,J0068,0
S0661,J0069,0
S0661,J0072,0
S0661,J0073,0
S0661,J0075,0
S0661,J0076,0
S0661,J0077,0
S0661,J0079,0
S0661,J0080,0
S0661,J0084,0
S0661,J0085,0
S2221,J0039,1
S2221,J0069,0
S2221,J0070,0
S2221,J0071,0
S2221,J0072,0
S2221,J0073,0
S2221,J0077,0
S2221,J0081,0
S2221,J0083,0
S2221,J0084,0
S2221,J0086,0
S2221,J0087,0
S2221,J0088,0
S2221,J0091,0
S2221,J0093,0
S2221,J0094,0
S2221,J0095,0
S2221,J0096,0
S2221,J0097,0
S2221,J0098,0
S2221,J0099,0
S2221,J0002,0
S2221,J0003,0
S2221,J0005,0
S2221,J0007,0
S2221,J0008,0
S2221,J0009,0
S2221,J0011,0
S2221,J0012,0
S2221,J0017,0
S2221,J0018,0
S2221,J0019,0
S2221,J0023,0
S2221,J0026,0
S2221,J0027,0
S2221,J0029,0
S2221,J0030,0
S2221,J0031,0
S2221,J0034,0
S2221,J0036,0
S2221,J0037,0
S2221,J0043,0
S2221,J0044,0
S2221,J0046,0
S2221,J0047,0
S2221,J0052,0
S2221,J0054,0
S2221,J0056,0
S2221,J0058,0
S2221,J0059,0
S0068,J0015,1
S0068,J0001,0
S0068,J0002,0
S0068,J0005,0
S0068,J0010,0
S0068,J0011,0
S0068,J0012,0
S0068,J0014,0
S0068,J0017,0
S0068,J0019,0
S0068,J0020,0
S0068,J0023,0
S0068,J0027,0
S0068,J0029,0
S0068,J0032,0
S0068,J0034,0
S0068,J0035,0
S0068,J0036,0
S0068,J0041,0
S0068,J0045,0
S0068,J0046,0
S0068,J0050,0
S0068,J0052,0
S0068,J0054,0
S0068,J0055,0
S0068,J0056,0
S0068,J0058,0
S0068,J0059,0
S0068,J0060,0
S0068,J0061,0
S0068,J0063,0
S0068,J0064,0
S0068,J0066,0
S0068,J0067,0
S0068,J0069,0
S0068,J0070,0
S0068,J0071,0
S0068,J0072,0
S0068,J0074,0
S0068,J0075,0
S0068,J0077,0
S0068,J0080,0
S0068,J0083,0
S0068,J0085,0
S0068,J0086,0
S0068,J0087,0
S0068,J0088,0
S0068,J0095,0
S0068,J0096,0
S0068,J0099,0
S2430,J0017,1
S2430,J0010,0
S2430,J0011,0
S2430,J0012,0
S2430,J0014,0
S2430,J0015,0
S2430,J0016,0
S2430,J0019,0
S2430,J0020,0
S2430,J0021,0
S2430,J0023,0
S2430,J0024,0
S2430,J0025,0
S2430,J0027,0
S2430,J0028,0
S2430,J0029,0
S2430,J0030,0
S2430,J0031,0
S2430,J0033,0
S2430,J0034,0
S2430,J0035,0
S2430,J0037,0
S2430,J0038,0
S2430,J0040,0
S2430,J0041,0
S2430,J0042,0
S2430,J0043,0
S2430,J0044,0
S2430,J0045,0
S2430,J0046,0
S2430,J0047,0
S2430,J0048,0
S2430,J0050,0
S2430,J0051,0
S2430,J0052,0
S2430,J0055,0
S2430,J0056,0
S2430,J0057,0
S2430,J0058,0
S2430,J0059,0
S2430,J0060,0
S2430,J0061,0
S2430,J0063,0
S2430,J0065,0
S2430,J0067,0
S2430,J0068,0
S2430,J0071,0
S2430,J0072,0
S2430,J0073,0
S2430,J0074,0
S1318,J0018,1
S1318,J0063,0
S1318,J0065,0
S1318,J0066,0
S1318,J0067,0
S1318,J0068,0
S1318,J0070,0
S1318,J0071,0
S1318,J0072,0
S1318,J0074,0
S1318,J0075,0
S1318,J0076,0
S1318,J0077,0
S1318,J0082,0
S1318,J0083,0
S1318,J0090,0
S1318,J0091,0
S1318,J0093,0
S1318,J0095,0
S1318,J0096,0
S1318,J0098,0
S1318,J0099,0
S1318,J0001,0
S1318,J0002,0
S1318,J0003,0
S1318,J0005,0
S1318,J0006,0
S1318,J0009,0
S1318,J0010,0
S1318,J0011,0
S1318,J0012,0
S1318,J0014,0
S1318,J0015,0
S1318,J0017,0
S1318,J0019,0
S1318,J0021,0
S1318,J0023,0
S1318,J0026,0
S1318,J0027,0
S1318,J0028,0
S1318,J0029,0
S1318,J0030,0
S1318,J0031,0
S1318,J0032,0
S1318,J0033,0
S1318,J0034,0
S1318,J0037,0
S1318,J0038,0
S1318,J0039,0
S1318,J0045,0
S1127,J0028,1
S1127,J0094,0
S1127,J0099,0
S1127,J0002,0
S1127,J0003,0
S1127,J0009,0
S1127,J0010,0
S1127,J0011,0
S1127,J0012,0
S1127,J0015,0
S1127,J0019,0
S1127,J0022,0
S1127,J0025,0
S1127,J0027,0
S1127,J0030,0
S1127,J0031,0
S1127,J0032,0
S1127,J0033,0
S1127,J0034,0
S1127,J0035,0
S1127,J0037,0
S1127,J0039,0
S1127,J0041,0
S1127,J0042,0
S1127,J0044,0
S1127,J0045,0
S1127,J0047,0
S1127,J0048,0
S1127,J0049,0
S1127,J0050,0
S1127,J0051,0
S1127,J0053,0
S1127,J0055,0
S1127,J0057,0
S1127,J0058,0
S1127,J0060,0
S1127,J0061,0
S1127,J0063,0
S1127,J0066,0
S1127,J0068,0
S1127,J0070,0
S1127,J0072,0
S1127,J0073,0
S1127,J0075,0
S1127,J0076,0
S1127,J0077,0
S1127,J0078,0
S1127,J0079,0
S1127,J0080,0
S1127,J0087,0
S0503,J0077,1
S0503,J0084,0
S0503,J0085,0
S0503,J0086,0
S0503,J0088,0
S0503,J0089,0
S0503,J0091,0
S0503,J0092,0
S0503,J0093,0
S0503,J0094,0
S0503,J0095,0
S0503,J0096,0
S0503,J0097,0
S0503,J0098,0
S0503,J0099,0
S0503,J0100,0
S0503,J0003,0
S0503,J0007,0
S0503,J0009,0
S0503,J0014,0
S0503,J0017,0
S0503,J0020,0
S0503,J0021,0
S0503,J0026,0
S0503,J0027,0
S0503,J0029,0
S0503,J0030,0
S0503,J0036,0
S0503,J0037,0
S0503,J0038,0
S0503,J0040,0
S0503,J0042,0
S0503,J0044,0
S0503,J0045,0
S0503,J0046,0
S0503,J0047,0
S0503,J0049,0
S0503,J0052,0
S0503,J0058,0
S0503,J0059,0
S0503,J0060,0
S0503,J0062,0
S0503,J0064,0
S0503,J0067,0
S0503,J0069,0
S0503,J0071,0
S0503,J0073,0
S0503,J0074,0
S0503,J0075,0
S0503,J0076,0
S4800,J0058,1
S4800,J0095,0
S4800,J0096,0
S4800,J0098,0
S4800,J0002,0
S4800,J0003,0
S4800,J0004,0
S4800,J0005,0
S4800,J0007,0
S4800,J0008,0
S4800,J0009,0
S4800,J0011,0
S4800,J0012,0
S4800,J0014,0
S4800,J0015,0
S4800,J0016,0
S4800,J0018,0
S4800,J0020,0
S4800,J0021,0
S4800,J0022,0
S4800,J0023,0
S4800,J0024,0
S4800,J0025,0
S4800,J0027,0
S4800,J0028,0
S4800,J0029,0
S4800,J0031,0
S4800,J0032,0
S4800,J0034,0
S4800,J0035,0
S4800,J0037,0
S4800,J0038,0
S4800,J0041,0
S4800,J0042,0
S4800,J0043,0
S4800,J0044,0
S4800,J0045,0
S4800,J0046,0
S4800,J0047,0
S4800,J0048,0
S4800,J0051,0
S4800,J0052,0
S4800,J0053,0
S4800,J0054,0
S4800,J0055,0
S4800,J0056,0
S4800,J0059,0
S4800,J0060,0
S4800,J0061,0
S4800,J0062,0
S2624,J0029,1
S2624,J0099,0
S2624,J0001,0
S2624,J0003,0
S2624,J0009,0
S2624,J0010,0
S2624,J0011,0
S2624,J0012,0
S2624,J0013,0
S2624,J0014,0
S2624,J0015,0
S2624,J0018,0
S2624,J0021,0
S2624,J0022,0
S2624,J0025,0
S2624,J0027,0
S2624,J0028,0
S2624,J0030,0
S2624,J0031,0
S2624,J0034,0
S2624,J0036,0
S2624,J0037,0
S2624,J0038,0
S2624,J0042,0
S2624,J0043,0
S2624,J0047,0
S2624,J0048,0
S2624,J0049,0
S2624,J0050,0
S2624,J0051,0
S2624,J0053,0
S2624,J0055,0
S2624,J0056,0
S2624,J0058,0
S2624,J0059,0
S2624,J0060,0
S2624,J0061,0
S2624,J0064,0
S2624,J0065,0
S2624,J0068,0
S2624,J0071,0
S2624,J0074,0
S2624,J0075,0
S2624,J0076,0
S2624,J0079,0
S2624,J0080,0
S2624,J0083,0
S2624,J0088,0
S2624,J0092,0
S2624,J0093,0
S4623,J0049,1
S4623,J0024,0
S4623,J0025,0
S4623,J0027,0
S4623,J0028,0
S4623,J0029,0
S4623,J0030,0
S4623,J0031,0
S4623,J0034,0
S4623,J0035,0
S4623,J0037,0
S4623,J0038,0
S4623,J0040,0
S4623,J0042,0
S4623,J0043,0
S4623,J0044,0
S4623,J0047,0
S4623,J0050,0
S4623,J0052,0
S4623,J0054,0
S4623,J0055,0
S4623,J0058,0
S4623,J0059,0
S4623,J0061,0
S4623,J0064,0
S4623,J0065,0
S4623,J0068,0
S4623,J0069,0
S4623,J0071,0
S4623,J0073,0
S4623,J0074,0
S4623,J0075,0
S4623,J0076,0
S4623,J0078,0
S4623,J0080,0
S4623,J0082,0
S4623,J0084,0
S4623,J0085,0
S4623,J0086,0
S4623,J0087,0
S4623,J0088,0
S4623,J0090,0
S4623,J0093,0
S4623,J0096,0
S4623,J0099,0
S4623,J0001,0
S4623,J0002,0
S4623,J0005,0
S4623,J0008,0
S4623,J0009,0
S2061,J0074,1
S2061,J0055,0
S2061,J0058,0
S2061,J0060,0
S2061,J0062,0
S2061,J0063,0
S2061,J0065,0
S2061,J0068,0
S2061,J0070,0
S2061,J0071,0
S2061,J0072,0
S2061,J0073,0
S2061,J0077,0
S2061,J0078,0
S2061,J0079,0
S2061,J0080,0
S2061,J0081,0
S2061,J0082,0
S2061,J0087,0
S2061,J0089,0
S2061,J0090,0
S2061,J0095,0
S2061,J0097,0
S2061,J0099,0
S2061,J0100,0
S2061,J0001,0
S2061,J0002,0
S2061,J0003,0
S2061,J0005,0
S2061,J0007,0
S2061,J0013,0
S2061,J0015,0
S2061,J0018,0
S2061,J0021,0
S2061,J0022,0
S2061,J0025,0
S2061,J0027,0
S2061,J0028,0
S2061,J0031,0
S2061,J0032,0
S2061,J0033,0
S2061,J0035,0
S2061,J0036,0
S2061,J0039,0
S2061,J0040,0
S2061,J0041,0
S2061,J0044,0
S2061,J0045,0
S2061,J0047,0
S2061,J0049,0
S0237,J0058,1
S0237,J0045,0
S0237,J0046,0
S0237,J0047,0
S0237,J0049,0
S0237,J0050,0
S0237,J0055,0
S0237,J0059,0
S0237,J0060,0
S0237,J0061,0
S0237,J0062,0
S0237,J0064,0
S0237,J0068,0
S0237,J0069,0
S0237,J0070,0
S0237,J0074,0
S0237,J0077,0
S0237,J0078,0
S0237,J0080,0
S0237,J0081,0
S0237,J0083,0
S0237,J0084,0
S0237,J0086,0
S0237,J0088,0
S0237,J0089,0
S0237,J0090,0
S0237,J0091,0
S0237,J0094,0
S0237,J0095,0
S0237,J0096,0
S0237,J0097,0
S0237,J0001,0
S0237,J0003,0
S0237,J0004,0
S0237,J0005,0
S0237,J0007,0
S0237,J0008,0
S0237,J0010,0
S0237,J0014,0
S0237,J0016,0
S0237,J0018,0
S0237,J0019,0
S0237,J0020,0
S0237,J0024,0
S0237,J0031,0
S0237,J0032,0
S0237,J0035,0
S0237,J0036,0
S0237,J0037,0
S0237,J0039,0
S3681,J0074,1
S3681,J0001,0
S3681,J0002,0
S3681,J0003,0
S3681,J0005,0
S3681,J0006,0
S3681,J0008,0
S3681,J0009,0
S3681,J0010,0
S3681,J0011,0
S3681,J0012,0
S3681,J0013,0
S3681,J0014,0
S3681,J0015,0
S3681,J0018,0
S3681,J0019,0
S3681,J0020,0
S3681,J0021,0
S3681,J0022,0
S3681,J0025,0
S3681,J0027,0
S3681,J0028,0
S3681,J0029,0
S3681,J0030,0
S3681,J0031,0
S3681,J0033,0
S3681,J0034,0
S3681,J0035,0
S3681,J0037,0
S3681,J0038,0
S3681,J0039,0
S3681,J0041,0
S3681,J0043,0
S3681,J0044,0
S3681,J0045,0
S3681,J0047,0
S3681,J0048,0
S3681,J0049,0
S3681,J0051,0
S3681,J0053,0
S3681,J0054,0
S3681,J0055,0
S3681,J0057,0
S3681,J0058,0
S3681,J0059,0
S3681,J0061,0
S3681,J0063,0
S3681,J0065,0
S3681,J0066,0
S3681,J0068,0
S2697,J0027,1
S2697,J0099,0
S2697,J0001,0
S2697,J0002,0
S2697,J0003,0
S2697,J0004,0
S2697,J0007,0
S2697,J0008,0
S2697,J0012,0
S2697,J0013,0
S2697,J0014,0
S2697,J0016,0
S2697,J0017,0
S2697,J0020,0
S2697,J0023,0
S2697,J0024,0
S2697,J0025,0
S2697,J0026,0
S2697,J0032,0
S2697,J0033,0
S2697,J0035,0
S2697,J0038,0
S2697,J0039,0
S2697,J0040,0
S2697,J0042,0
S2697,J0045,0
S2697,J0046,0
S2697,J0047,0
S2697,J0055,0
S2697,J0058,0
S2697,J0059,0
S2697,J0060,0
S2697,J0062,0
S2697,J0064,0
S2697,J0067,0
S2697,J0068,0
S2697,J0070,0
S2697,J0074,0
S2697,J0076,0
S2697,J0077,0
S2697,J0078,0
S2697,J0080,0
S2697,J0083,0
S2697,J0085,0
S2697,J0086,0
S2697,J0088,0
S2697,J0091,0
S2697,J0093,0
S2697,J0094,0
S2697,J0095,0
S1355,J0071,1
S1355,J0028,0
S1355,J0030,0
S1355,J0031,0
S1355,J0032,0
S1355,J0033,0
S1355,J0037,0
S1355,J0040,0
S1355,J0041,0
S1355,J0042,0
S1355,J0043,0
S1355,J0044,0
S1355,J0045,0
S1355,J0046,0
S1355,J0047,0
S1355,J0048,0
S1355,J0051,0
S1355,J0052,0
S1355,J0053,0
S1355,J0054,0
S1355,J0055,0
S1355,J0057,0
S1355,J0058,0
S1355,J0064,0
S1355,J0066,0
S1355,J0067,0
S1355,J0072,0
S1355,J0075,0
S1355,J0076,0
S1355,J0077,0
S1355,J0078,0
S1355,J0079,0
S1355,J0080,0
S1355,J0081,0
S1355,J0083,0
S1355,J0085,0
S1355,J0086,0
S1355,J0087,0
S1355,J0088,0
S1355,J0089,0
S1355,J0090,0
S1355,J0092,0
S1355,J0095,0
S1355,J0097,0
S1355,J0098,0
S1355,J0002,0
S1355,J0003,0
S1355,J0005,0
S1355,J0006,0
S1355,J0008,0
S3173,J0072,1
S3173,J0053,0
S3173,J0054,0
S3173,J0055,0
S3173,J0058,0
S3173,J0059,0
S3173,J0061,0
S3173,J0064,0
S3173,J0065,0
S3173,J0066,0
S3173,J0067,0
S3173,J0069,0
S3173,J0073,0
S3173,J0076,0
S3173,J0077,0
S3173,J0078,0
S3173,J0080,0
S3173,J0082,0
S3173,J0083,0
S3173,J0085,0
S3173,J0086,0
S3173,J0087,0
S3173,J0089,0
S3173,J0092,0
S3173,J0095,0
S3173,J0096,0
S3173,J0099,0
S3173,J0100,0
S3173,J0001,0
S3173,J0002,0
S3173,J0003,0
S3173,J0005,0
S3173,J0007,0
S3173,J0013,0
S3173,J0014,0
S3173,J0015,0
S3173,J0016,0
S3173,J0017,0
S3173,J0018,0
S3173,J0020,0
S3173,J0022,0
S3173,J0023,0
S3173,J0024,0
S3173,J0025,0
S3173,J0028,0
S3173,J0030,0
S3173,J0032,0
S3173,J0037,0
S3173,J0040,0
S3173,J0043,0
S1719,J0010,1
S1719,J0001,0
S1719,J0002,0
S1719,J0004,0
S1719,J0005,0
S1719,J0007,0
S1719,J0008,0
S1719,J0009,0
S1719,J0011,0
S1719,J0015,0
S1719,J0018,0
S1719,J0019,0
S1719,J0024,0
S1719,J0025,0
S1719,J0026,0
S1719,J0028,0
S1719,J0030,0
S1719,J0031,0
S1719,J0035,0
S1719,J0036,0
S1719,J0038,0
S1719,J0039,0
S1719,J0040,0
S1719,J0042,0
S1719,J0043,0
S1719,J0044,0
S1719,J0045,0
S1719,J0046,0
S1719,J0047,0
S1719,J0049,0
S1719,J0052,0
S1719,J0054,0
S1719,J0057,0
S1719,J0058,0
S1719,J0059,0
S1719,J0061,0
S1719,J0062,0
S1719,J0063,0
S1719,J0064,0
S1719,J0067,0
S1719,J0068,0
S1719,J0069,0
S1719,J0070,0
S1719,J0072,0
S1719,J0073,0
S1719,J0074,0
S1719,J0075,0
S1719,J0076,0
S1719,J0077,0
S1719,J0078,0
S4756,J0026,1
S4756,J0035,0
S4756,J0036,0
S4756,J0037,0
S4756,J0038,0
S4756,J0039,0
S4756,J0041,0
S4756,J0043,0
S4756,J0045,0
S4756,J0048,0
S4756,J0049,0
S4756,J0050,0
S4756,J0052,0
S4756,J0053,0
S4756,J0055,0
S4756,J0058,0
S4756,J0059,0
S4756,J0060,0
S4756,J0061,0
S4756,J0062,0
S4756,J0063,0
S4756,J0064,0
S4756,J0065,0
S4756,J0066,0
S4756,J0067,0
S4756,J0068,0
S4756,J0069,0
S4756,J0070,0
S4756,J0071,0
S4756,J0072,0
S4756,J0073,0
S4756,J0074,0
S4756,J0075,0
S4756,J0076,0
S4756,J0077,0
S4756,J0078,0
S4756,J0079,0
S4756,J0081,0
S4756,J0083,0
S4756,J0084,0
S4756,J0085,0
S4756,J0089,0
S4756,J0092,0
S4756,J0093,0
S4756,J0094,0
S4756,J0097,0
S4756,J0099,0
S4756,J0001,0
S4756,J0002,0
S4756,J0003,0
S3828,J0093,1
S3828,J0076,0
S3828,J0077,0
S3828,J0078,0
S3828,J0079,0
S3828,J0080,0
S3828,J0081,0
S3828,J0083,0
S3828,J0084,0
S3828,J0085,0
S3828,J0086,0
S3828,J0087,0
S3828,J0089,0
S3828,J0090,0
S3828,J0092,0
S3828,J0094,0
S3828,J0095,0
S3828,J0097,0
S3828,J0098,0
S3828,J0100,0
S3828,J0003,0
S3828,J0004,0
S3828,J0007,0
S3828,J0008,0
S3828,J0011,0
S3828,J0013,0
S3828,J0014,0
S3828,J0015,0
S3828,J0016,0
S3828,J0017,0
S3828,J0018,0
S3828,J0020,0
S3828,J0022,0
S3828,J0023,0
S3828,J0024,0
S3828,J0025,0
S3828,J0028,0
S3828,J0029,0
S3828,J0031,0
S3828,J0032,0
S3828,J0033,0
S3828,J0035,0
S3828,J0036,0
S3828,J0037,0
S3828,J0038,0
S3828,J0040,0
S3828,J0041,0
S3828,J0042,0
S3828,J0043,0
S3828,J0044,0
S0322,J0080,1
S0322,J0077,0
S0322,J0078,0
S0322,J0083,0
S0322,J0085,0
S0322,J0086,0
S0322,J0087,0
S0322,J0090,0
S0322,J0091,0
S0322,J0092,0
S0322,J0093,0
S0322,J0095,0
S0322,J0096,0
S0322,J0097,0
S0322,J0098,0
S0322,J0099,0
S0322,J0100,0
S0322,J0001,0
S0322,J0003,0
S0322,J0004,0
S0322,J0008,0
S0322,J0009,0
S0322,J0013,0
S0322,J0014,0
S0322,J0015,0
S0322,J0016,0
S0322,J0017,0
S0322,J0018,0
S0322,J0019,0
S0322,J0020,0
S0322,J0021,0
S0322,J0023,0
S0322,J0024,0
S0322,J0026,0
S0322,J0027,0
S0322,J0028,0
S0322,J0029,0
S0322,J0032,0
S0322,J0034,0
S0322,J0037,0
S0322,J0038,0
S0322,J0040,0
S0322,J0042,0
S0322,J0044,0
S0322,J0047,0
S0322,J0048,0
S0322,J0050,0
S0322,J0051,0
S0322,J0052,0
S0322,J0054,0
S4546,J0005,1
S4546,J0075,0
S4546,J0076,0
S4546,J0078,0
S4546,J0080,0
S4546,J0081,0
S4546,J0082,0
S4546,J0085,0
S4546,J0086,0
S4546,J0087,0
S4546,J0088,0
S4546,J0089,0
S4546,J0090,0
S4546,J0093,0
S4546,J0094,0
S4546,J0096,0
S4546,J0097,0
S4546,J0099,0
S4546,J0100,0
S4546,J0002,0
S4546,J0003,0
S4546,J0004,0
S4546,J0007,0
S4546,J0009,0
S4546,J0012,0
S4546,J0014,0
S4546,J0015,0
S4546,J0016,0
S4546,J0017,0
S4546,J0019,0
S4546,J0020,0
S4546,J0021,0
S4546,J0024,0
S4546,J0025,0
S4546,J0026,0
S4546,J0027,0
S4546,J0028,0
S4546,J0029,0
S4546,J0030,0
S4546,J0031,0
S4546,J0032,0
S4546,J0034,0
S4546,J0035,0
S4546,J0040,0
S4546,J0041,0
S4546,J0042,0
S4546,J0043,0
S4546,J0044,0
S4546,J0045,0
S4546,J0046,0
S3919,J0070,1
S3919,J0065,0
S3919,J0066,0
S3919,J0067,0
S3919,J0068,0
S3919,J0069,0
S3919,J0071,0
S3919,J0073,0
S3919,J0074,0
S3919,J0075,0
S3919,J0079,0
S3919,J0081,0
S3919,J0082,0
S3919,J0083,0
S3919,J0084,0
S3919,J0085,0
S3919,J0086,0
S3919,J0088,0
S3919,J0089,0
S3919,J0090,0
S3919,J0092,0
S3919,J0093,0
S3919,J0094,0
S3919,J0096,0
S3919,J0097,0
S3919,J0099,0
S3919,J0100,0
S3919,J0001,0
S3919,J0002,0
S3919,J0005,0
S3919,J0007,0
S3919,J0008,0
S3919,J0009,0
S3919,J0010,0
S3919,J0011,0
S3919,J0013,0
S3919,J0014,0
S3919,J0015,0
S3919,J0018,0
S3919,J0019,0
S3919,J0021,0
S3919,J0022,0
S3919,J0024,0
S3919,J0025,0
S3919,J0026,0
S3919,J0027,0
S3919,J0028,0
S3919,J0029,0
S3919,J0030,0
S3919,J0031,0
S3488,J0059,1
S3488,J0040,0
S3488,J0042,0
S3488,J0043,0
S3488,J0044,0
S3488,J0045,0
S3488,J0046,0
S3488,J0047,0
S3488,J0048,0
S3488,J0049,0
S3488,J0050,0
S3488,J0052,0
S3488,J0056,0
S3488,J0057,0
S3488,J0058,0
S3488,J0060,0
S3488,J0061,0
S3488,J0062,0
S3488,J0063,0
S3488,J0064,0
S3488,J0067,0
S3488,J0068,0
S3488,J0069,0
S3488,J0070,0
S3488,J0072,0
S3488,J0073,0
S3488,J0075,0
S3488,J0076,0
S3488,J0077,0
S3488,J0078,0
S3488,J0080,0
S3488,J0081,0
S3488,J0084,0
S3488,J0087,0
S3488,J0089,0
S3488,J0090,0
S3488,J0091,0
S3488,J0094,0
S3488,J0095,0
S3488,J0097,0
S3488,J0099,0
S3488,J0100,0
S3488,J0001,0
S3488,J0002,0
S3488,J0003,0
S3488,J0005,0
S3488,J0006,0
S3488,J0007,0
